id,connection_strength,time_delay
1,0.5,1.42752613988
2,0.5,1.42752613988
3,0.5,1.30139690156
4,0.5,1.30139690156
5,0.5,1.27569418365
6,0.5,1.27569418365
7,0.5,1.25001272735
8,0.5,1.25001272735
9,0.5,1.32879131641
10,0.5,1.32879131641
11,0.5,1.27440175759
12,0.5,1.27440175759
13,0.5,1.67406253079
14,0.5,1.67406253079
15,0.5,1.3022036203
16,0.5,1.3022036203
17,0.5,1.30311092121
18,0.5,1.30311092121
19,0.5,1.56282875299
20,0.5,1.56282875299
21,0.5,1.33009419284
22,0.5,1.33009419284
23,0.5,1.39041316874
24,0.5,1.39041316874
25,0.5,1.32916445623
26,0.5,1.32916445623
27,0.5,1.2953864005
28,0.5,1.2953864005
29,0.5,1.33550453603
30,0.5,1.33550453603
31,0.5,1.3030678915
32,0.5,1.3030678915
33,0.5,1.26117197761
34,0.5,1.26117197761
35,0.5,1.79973986006
36,0.5,1.79973986006
37,0.5,1.31732875132
38,0.5,1.31732875132
39,0.5,1.58217902339
40,0.5,1.58217902339
41,0.5,1.6077190168
42,0.5,1.6077190168
43,0.5,1.809886764
44,0.5,1.809886764
45,0.5,1.30768129657
46,0.5,1.30768129657
47,0.5,1.2740166297
48,0.5,1.2740166297
49,0.5,1.26617211818
50,0.5,1.26617211818
51,0.5,1.44341811125
52,0.5,1.44341811125
53,0.5,1.54356272667
54,0.5,1.54356272667
55,0.5,1.57422616654
56,0.5,1.57422616654
57,0.5,1.29918260396
58,0.5,1.29918260396
59,0.5,1.61849231674
60,0.5,1.61849231674
61,0.5,1.36549018791
62,0.5,1.36549018791
63,0.5,1.38402936759
64,0.5,1.38402936759
65,0.5,1.30508936504
66,0.5,1.30508936504
67,0.5,1.29051961331
68,0.5,1.29051961331
69,0.5,1.35973476629
70,0.5,1.35973476629
71,0.5,1.26298450059
72,0.5,1.26298450059
73,0.5,1.69320772363
74,0.5,1.69320772363
75,0.5,1.393484895
76,0.5,1.393484895
77,0.5,1.5039980617
78,0.5,1.5039980617
79,0.5,1.27058324427
80,0.5,1.27058324427
81,0.5,1.49077347143
82,0.5,1.49077347143
83,0.5,1.75118206379
84,0.5,1.75118206379
85,0.5,1.33422191483
86,0.5,1.33422191483
87,0.5,1.3848066281
88,0.5,1.3848066281
89,0.5,1.26708980634
90,0.5,1.26708980634
91,0.5,1.25867091541
92,0.5,1.25867091541
93,0.5,1.25691567399
94,0.5,1.25691567399
95,0.5,1.36722077942
96,0.5,1.36722077942
97,0.5,1.40350166715
98,0.5,1.40350166715
99,0.5,1.57194448991
100,0.5,1.57194448991
101,0.5,1.3311483196
102,0.5,1.3311483196
103,0.5,1.30145943935
104,0.5,1.30145943935
105,0.5,1.32753723756
106,0.5,1.32753723756
107,0.5,1.28305701478
108,0.5,1.28305701478
109,0.5,1.42795996547
110,0.5,1.42795996547
111,0.5,1.23230424372
112,0.5,1.23230424372
113,0.5,1.46570131069
114,0.5,1.46570131069
115,0.5,1.24442078537
116,0.5,1.24442078537
117,0.5,1.37482637406
118,0.5,1.37482637406
119,0.5,1.53938018604
120,0.5,1.53938018604
121,0.5,2.22706170063
122,0.5,2.22706170063
123,0.5,1.65830002498
124,0.5,1.65830002498
125,0.5,1.46419866344
126,0.5,1.46419866344
127,0.5,1.41094242621
128,0.5,1.41094242621
129,0.5,1.36971047191
130,0.5,1.36971047191
131,0.5,1.3264561426
132,0.5,1.3264561426
133,0.5,1.35863578786
134,0.5,1.35863578786
135,0.5,1.30787198518
136,0.5,1.30787198518
137,0.5,1.35432385309
138,0.5,1.35432385309
139,0.5,1.37295189839
140,0.5,1.37295189839
141,0.5,1.23644816043
142,0.5,1.23644816043
143,0.5,1.34515074286
144,0.5,1.34515074286
145,0.5,1.33275427692
146,0.5,1.33275427692
147,0.5,1.25345882769
148,0.5,1.25345882769
149,0.5,1.32461097963
150,0.5,1.32461097963
151,0.5,1.68452373141
152,0.5,1.68452373141
153,0.5,1.38070781795
154,0.5,1.38070781795
155,0.5,1.43176578671
156,0.5,1.43176578671
157,0.5,1.35865709017
158,0.5,1.35865709017
159,0.5,1.32594608612
160,0.5,1.32594608612
161,0.5,1.32070650416
162,0.5,1.32070650416
163,0.5,1.33034105536
164,0.5,1.33034105536
165,0.5,1.34245853903
166,0.5,1.34245853903
167,0.5,1.30981013156
168,0.5,1.30981013156
169,0.5,1.26997662358
170,0.5,1.26997662358
171,0.5,1.2664536645
172,0.5,1.2664536645
173,0.5,1.51154220771
174,0.5,1.51154220771
175,0.5,1.51159021056
176,0.5,1.51159021056
177,0.5,1.22706124158
178,0.5,1.22706124158
179,0.5,1.66237575009
180,0.5,1.66237575009
181,0.5,1.45425959159
182,0.5,1.45425959159
183,0.5,1.29642491226
184,0.5,1.29642491226
185,0.5,1.26545777004
186,0.5,1.26545777004
187,0.5,1.36809281204
188,0.5,1.36809281204
189,0.5,1.36402306358
190,0.5,1.36402306358
191,0.5,1.41792382574
192,0.5,1.41792382574
193,0.5,1.33269162373
194,0.5,1.33269162373
195,0.5,1.24341691092
196,0.5,1.24341691092
197,0.5,1.35972777355
198,0.5,1.35972777355
199,0.5,1.35983335263
200,0.5,1.35983335263
201,0.5,1.26637543237
202,0.5,1.26637543237
203,0.5,1.37099606725
204,0.5,1.37099606725
205,0.5,1.357222435
206,0.5,1.357222435
207,0.5,1.25728688507
208,0.5,1.25728688507
209,0.5,1.37898117901
210,0.5,1.37898117901
211,0.5,1.48928090109
212,0.5,1.48928090109
213,0.5,1.35246271658
214,0.5,1.35246271658
215,0.5,1.22924895958
216,0.5,1.22924895958
217,0.5,1.2353623013
218,0.5,1.2353623013
219,0.5,2.02026509727
220,0.5,2.02026509727
221,0.5,1.4786108959
222,0.5,1.4786108959
223,0.5,1.2621317503
224,0.5,1.2621317503
225,0.5,1.37228940137
226,0.5,1.37228940137
227,0.5,1.39887090579
228,0.5,1.39887090579
229,0.5,1.49445923187
230,0.5,1.49445923187
231,0.5,1.56195968547
232,0.5,1.56195968547
233,0.5,1.51792178239
234,0.5,1.51792178239
235,0.5,1.34770112769
236,0.5,1.34770112769
237,0.5,1.54982781436
238,0.5,1.54982781436
239,0.5,1.25730923622
240,0.5,1.25730923622
241,0.5,1.39869088481
242,0.5,1.39869088481
243,0.5,1.29032531892
244,0.5,1.29032531892
245,0.5,1.45333816062
246,0.5,1.45333816062
247,0.5,1.57844605193
248,0.5,1.57844605193
249,0.5,1.40361841704
250,0.5,1.40361841704
251,0.5,1.5528745338
252,0.5,1.5528745338
253,0.5,1.24556703559
254,0.5,1.24556703559
255,0.5,1.284448525
256,0.5,1.284448525
257,0.5,1.28511546434
258,0.5,1.28511546434
259,0.5,1.56623519199
260,0.5,1.56623519199
261,0.5,1.35407440777
262,0.5,1.35407440777
263,0.5,1.22527989205
264,0.5,1.22527989205
265,0.5,1.236430554
266,0.5,1.236430554
267,0.5,1.39791902726
268,0.5,1.39791902726
269,0.5,1.61681543001
270,0.5,1.61681543001
271,0.5,1.30681952749
272,0.5,1.30681952749
273,0.5,1.56881577571
274,0.5,1.56881577571
275,0.5,1.63630141085
276,0.5,1.63630141085
277,0.5,1.41784464512
278,0.5,1.41784464512
279,0.5,1.41089694833
280,0.5,1.41089694833
281,0.5,1.32074026934
282,0.5,1.32074026934
283,0.5,1.2461951506
284,0.5,1.2461951506
285,0.5,1.23703521832
286,0.5,1.23703521832
287,0.5,1.54967689734
288,0.5,1.54967689734
289,0.5,1.37051571213
290,0.5,1.37051571213
291,0.5,1.23037589141
292,0.5,1.23037589141
293,0.5,1.35253981068
294,0.5,1.35253981068
295,0.5,1.5354909364
296,0.5,1.5354909364
297,0.5,1.35636228063
298,0.5,1.35636228063
299,0.5,1.53844666963
300,0.5,1.53844666963
301,0.5,1.36461971058
302,0.5,1.36461971058
303,0.5,1.32882238324
304,0.5,1.32882238324
305,0.5,1.34259342557
306,0.5,1.34259342557
307,0.5,1.29661955848
308,0.5,1.29661955848
309,0.5,1.46740743738
310,0.5,1.46740743738
311,0.5,1.6436213599
312,0.5,1.6436213599
313,0.5,1.29306599637
314,0.5,1.29306599637
315,0.5,1.56351204507
316,0.5,1.56351204507
317,0.5,1.21881348888
318,0.5,1.21881348888
319,0.5,1.33134463743
320,0.5,1.33134463743
321,0.5,1.38560482576
322,0.5,1.38560482576
323,0.5,1.5378719784
324,0.5,1.5378719784
325,0.5,1.34516247526
326,0.5,1.34516247526
327,0.5,1.22106758345
328,0.5,1.22106758345
329,0.5,1.32976673637
330,0.5,1.32976673637
331,0.5,1.49558225151
332,0.5,1.49558225151
333,0.5,1.23783238276
334,0.5,1.23783238276
335,0.5,1.20428213247
336,0.5,1.20428213247
