id,connection_strength,time_delay
1,0.5,1.26454649453
2,0.5,1.26454649453
3,0.5,1.31506504015
4,0.5,1.31506504015
5,0.5,1.43269054705
6,0.5,1.43269054705
7,0.5,1.28668468223
8,0.5,1.28668468223
9,0.5,1.21761977655
10,0.5,1.21761977655
11,0.5,1.3619877391
12,0.5,1.3619877391
13,0.5,1.23625065747
14,0.5,1.23625065747
15,0.5,1.26312019724
16,0.5,1.26312019724
17,0.5,1.28722957932
18,0.5,1.28722957932
19,0.5,1.45058769152
20,0.5,1.45058769152
21,0.5,1.26119796947
22,0.5,1.26119796947
23,0.5,1.25423786834
24,0.5,1.25423786834
25,0.5,1.35834885895
26,0.5,1.35834885895
27,0.5,1.55726089416
28,0.5,1.55726089416
29,0.5,1.43681017523
30,0.5,1.43681017523
31,0.5,1.4926396657
32,0.5,1.4926396657
33,0.5,1.35737125902
34,0.5,1.35737125902
35,0.5,1.33757926634
36,0.5,1.33757926634
37,0.5,1.49134535037
38,0.5,1.49134535037
39,0.5,1.22624146825
40,0.5,1.22624146825
41,0.5,1.31685181842
42,0.5,1.31685181842
43,0.5,1.38054891438
44,0.5,1.38054891438
45,0.5,1.63118991265
46,0.5,1.63118991265
47,0.5,1.25836544512
48,0.5,1.25836544512
49,0.5,2.1874046313
50,0.5,2.1874046313
51,0.5,1.36201184468
52,0.5,1.36201184468
53,0.5,1.31993938149
54,0.5,1.31993938149
55,0.5,1.28703478679
56,0.5,1.28703478679
57,0.5,1.33143673783
58,0.5,1.33143673783
59,0.5,1.22270157298
60,0.5,1.22270157298
61,0.5,1.6525149366
62,0.5,1.6525149366
63,0.5,1.3231221246
64,0.5,1.3231221246
65,0.5,1.47089754842
66,0.5,1.47089754842
67,0.5,1.34844083952
68,0.5,1.34844083952
69,0.5,1.3014369722
70,0.5,1.3014369722
71,0.5,1.57562452017
72,0.5,1.57562452017
73,0.5,1.50693053262
74,0.5,1.50693053262
75,0.5,1.34078919683
76,0.5,1.34078919683
77,0.5,1.32378570232
78,0.5,1.32378570232
79,0.5,1.28941913631
80,0.5,1.28941913631
81,0.5,1.47729911265
82,0.5,1.47729911265
83,0.5,1.22271863846
84,0.5,1.22271863846
85,0.5,1.49761048294
86,0.5,1.49761048294
87,0.5,1.26153224227
88,0.5,1.26153224227
89,0.5,1.33745175063
90,0.5,1.33745175063
91,0.5,1.75789605603
92,0.5,1.75789605603
93,0.5,1.31341029722
94,0.5,1.31341029722
95,0.5,1.29999082901
96,0.5,1.29999082901
97,0.5,1.45412199791
98,0.5,1.45412199791
99,0.5,1.28717670706
100,0.5,1.28717670706
101,0.5,1.48031951717
102,0.5,1.48031951717
103,0.5,1.52565940734
104,0.5,1.52565940734
105,0.5,1.43636202516
106,0.5,1.43636202516
107,0.5,1.51095786127
108,0.5,1.51095786127
109,0.5,1.31865886
110,0.5,1.31865886
111,0.5,1.23543752844
112,0.5,1.23543752844
113,0.5,1.46114250111
114,0.5,1.46114250111
115,0.5,1.38397120683
116,0.5,1.38397120683
117,0.5,1.35065388908
118,0.5,1.35065388908
119,0.5,1.38740344939
120,0.5,1.38740344939
121,0.5,1.42918446682
122,0.5,1.42918446682
123,0.5,1.25083675511
124,0.5,1.25083675511
125,0.5,1.3115073135
126,0.5,1.3115073135
127,0.5,1.65314670923
128,0.5,1.65314670923
129,0.5,1.41104991174
130,0.5,1.41104991174
131,0.5,1.36876919821
132,0.5,1.36876919821
133,0.5,1.71376203271
134,0.5,1.71376203271
135,0.5,1.36409625343
136,0.5,1.36409625343
137,0.5,1.2836841894
138,0.5,1.2836841894
139,0.5,1.67522942404
140,0.5,1.67522942404
141,0.5,1.20335826621
142,0.5,1.20335826621
143,0.5,1.53459059957
144,0.5,1.53459059957
145,0.5,1.53433684332
146,0.5,1.53433684332
147,0.5,1.45339452725
148,0.5,1.45339452725
149,0.5,1.36145396496
150,0.5,1.36145396496
151,0.5,1.51498312922
152,0.5,1.51498312922
153,0.5,1.35450490565
154,0.5,1.35450490565
155,0.5,1.37645241126
156,0.5,1.37645241126
157,0.5,1.36425859987
158,0.5,1.36425859987
159,0.5,1.23268947898
160,0.5,1.23268947898
161,0.5,1.41826017348
162,0.5,1.41826017348
163,0.5,1.40763539967
164,0.5,1.40763539967
165,0.5,1.26363554784
166,0.5,1.26363554784
167,0.5,1.3604543249
168,0.5,1.3604543249
169,0.5,1.5439805794
170,0.5,1.5439805794
171,0.5,1.6111620617
172,0.5,1.6111620617
173,0.5,1.56792013963
174,0.5,1.56792013963
175,0.5,1.28790601726
176,0.5,1.28790601726
177,0.5,1.30676216495
178,0.5,1.30676216495
179,0.5,1.27755019504
180,0.5,1.27755019504
181,0.5,1.28747547031
182,0.5,1.28747547031
183,0.5,1.42581372512
184,0.5,1.42581372512
185,0.5,1.70713215451
186,0.5,1.70713215451
187,0.5,1.36935422704
188,0.5,1.36935422704
189,0.5,1.51093362795
190,0.5,1.51093362795
191,0.5,1.59726630912
192,0.5,1.59726630912
193,0.5,1.23337620938
194,0.5,1.23337620938
195,0.5,1.49749940554
196,0.5,1.49749940554
197,0.5,1.38134306215
198,0.5,1.38134306215
199,0.5,1.33331698906
200,0.5,1.33331698906
201,0.5,1.40509195611
202,0.5,1.40509195611
203,0.5,1.3293481778
204,0.5,1.3293481778
205,0.5,1.36926023236
206,0.5,1.36926023236
207,0.5,1.23741255851
208,0.5,1.23741255851
209,0.5,1.24817212945
210,0.5,1.24817212945
211,0.5,1.33549664125
212,0.5,1.33549664125
213,0.5,1.36717586952
214,0.5,1.36717586952
215,0.5,1.33709695032
216,0.5,1.33709695032
217,0.5,1.33816716158
218,0.5,1.33816716158
219,0.5,1.31216808405
220,0.5,1.31216808405
221,0.5,1.57095336019
222,0.5,1.57095336019
223,0.5,1.31411359421
224,0.5,1.31411359421
225,0.5,1.41087412682
226,0.5,1.41087412682
227,0.5,1.21520868362
228,0.5,1.21520868362
229,0.5,1.5396974749
230,0.5,1.5396974749
231,0.5,1.71177961019
232,0.5,1.71177961019
233,0.5,1.23410546084
234,0.5,1.23410546084
235,0.5,1.41981679296
236,0.5,1.41981679296
237,0.5,1.55475131698
238,0.5,1.55475131698
239,0.5,1.26647499374
240,0.5,1.26647499374
241,0.5,1.4050913028
