1,1
2,5
3,5
4,9
5,12
6,12
7,18
8,20
9,26
10,26
11,28
12,34
13,35
14,39
15,39
16,47
17,50
18,51
19,58
20,62
21,64
22,72
23,75
24,79
25,83
26,87
27,90
28,90
29,94
30,94
31,97
32,97
33,99
34,99
35,100
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,100
51,100
52,100
53,100
54,100
55,100
56,100
57,100
58,100
59,100
60,100
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
1,1
2,5
3,5
4,9
5,12
6,12
7,18
8,9
9,26
10,5
11,13
12,13
13,18
14,16
15,13
16,12
17,12
18,13
19,11
20,9
21,7
22,8
23,8
24,7
25,8
26,10
27,13
28,15
29,16
30,19
31,19
32,19
33,18
34,16
35,13
36,13
37,12
38,11
39,8
40,6
41,6
42,5
43,3
44,2
45,1
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
1,1
2,5
3,5
4,9
5,12
6,12
7,18
8,20
9,26
10,26
11,28
12,34
13,35
14,39
15,39
16,47
17,50
18,51
19,58
20,62
21,64
22,72
23,75
24,79
25,83
26,87
27,90
28,90
29,94
30,94
31,97
32,97
33,99
34,99
35,100
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,100
51,100
52,100
53,100
54,100
55,100
56,100
57,100
58,100
59,100
60,100
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
1,1
2,5
3,5
4,9
5,12
6,12
7,18
8,20
9,26
10,26
11,28
12,35
13,35
14,39
15,44
16,47
17,50
18,56
19,59
20,62
21,69
22,72
23,76
24,81
25,84
26,88
27,90
28,92
29,94
30,94
31,97
32,97
33,99
34,99
35,100
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,100
51,100
52,100
53,100
54,100
55,100
56,100
57,100
58,100
59,100
60,100
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
1,1
2,5
3,5
4,9
5,12
6,12
7,18
8,20
9,26
10,26
11,28
12,32
13,35
14,39
15,39
16,46
17,49
18,51
19,58
20,62
21,64
22,71
23,75
24,79
25,82
26,87
27,90
28,90
29,94
30,94
31,97
32,97
33,99
34,99
35,100
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
1,1
2,5
3,5
4,9
5,12
6,12
7,18
8,20
9,26
10,26
11,28
12,33
13,35
14,39
15,39
16,47
17,50
18,51
19,58
20,62
21,64
22,72
23,75
24,79
25,83
26,88
27,90
28,90
29,94
30,94
31,97
32,97
33,99
34,99
35,100
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,100
51,100
1,1
2,5
3,5
4,9
5,12
6,12
7,18
8,9
9,26
10,5
11,13
12,13
13,18
14,16
15,13
16,12
17,12
18,13
19,11
20,9
21,7
22,8
23,8
24,7
25,8
26,10
27,13
28,15
29,16
30,19
31,19
32,19
33,18
34,16
35,13
36,13
37,12
38,11
39,8
40,6
41,6
42,5
43,3
44,2
45,1
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
1,1
2,5
3,5
4,9
5,12
6,12
7,18
8,12
9,15
10,6
11,18
12,15
13,14
14,13
15,14
16,14
17,16
18,19
19,21
20,23
21,20
22,21
23,18
24,18
25,16
26,15
27,12
28,9
29,7
30,4
31,4
32,5
33,5
34,5
35,6
36,10
37,7
38,10
39,7
40,7
41,6
42,5
43,3
44,4
45,3
46,2
47,1
48,0
49,0
50,1
51,2
52,2
53,2
54,1
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
1,1
2,5
3,5
4,9
5,12
6,12
7,18
8,20
9,26
10,26
11,28
12,29
13,35
14,39
15,39
16,46
17,49
18,50
19,58
20,61
21,64
22,71
23,75
24,78
25,82
26,85
27,90
28,90
29,94
30,94
31,97
32,97
33,99
34,99
35,99
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,100
51,100
52,100
53,100
54,100
55,100
56,100
57,100
58,100
59,100
60,100
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
1,1
2,5
3,5
4,9
5,12
6,12
7,18
8,20
9,26
10,26
11,28
12,29
13,35
14,39
15,39
16,46
17,49
18,50
19,57
20,61
21,64
22,69
23,74
24,78
25,81
26,85
27,90
28,90
29,94
30,94
31,97
32,97
33,99
34,99
35,99
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,100
51,100
52,100
53,100
54,100
55,100
56,100
57,100
58,100
59,100
60,100
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
1,1
2,5
3,5
4,9
5,12
6,12
7,18
8,20
9,26
10,26
11,28
12,29
13,35
14,39
15,39
16,46
17,49
18,50
19,58
20,61
21,64
22,71
23,75
24,78
25,82
26,85
27,90
28,90
29,94
30,94
31,97
32,97
33,99
34,99
35,99
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,100
51,100
52,100
53,100
54,100
55,100
56,100
57,100
58,100
59,100
60,100
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
1,1
2,5
3,5
4,9
5,12
6,12
7,18
8,12
9,15
10,6
11,18
12,15
13,14
14,13
15,14
16,14
17,16
18,19
19,21
20,23
21,20
22,21
23,18
24,18
25,16
26,15
27,12
28,9
29,7
30,4
31,4
32,5
33,5
34,5
35,6
36,10
37,7
38,10
39,7
40,7
41,6
42,5
43,3
44,4
45,3
46,2
47,1
48,0
49,0
50,1
51,2
52,2
53,2
54,1
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
